signevent,q1,q2,unid,id,outcome_class,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
I am going out for a meal with some friends who I have not seen for 6 months.,"I have not seen my friends since January, although they live 20miles away. Work life balance has stopped us spending anytime together. We have made a decision to book a table in a resurant and meet for a meal. They will then be spending the night in my spare room.","Ronnie and sue, who have been friends of my husbands, since he was 11,50 years, They are godparents to my children.",xF566928,635,t,1,71,61.39,83.8,88.38,25.77,14.2,22.54,90.14,56.34,16.9,15.49,7.04,2.82,0,1.41,4.23,1.41,7.04,12.68,12.68,0,5.63,1.41,22.54,0,0,1.41,2.82,0,0,0,0,0,0,0,18.31,1.41,2.82,0,2.82,9.86,1.41,4.23,0,1.41,0,2.82,1.41,1.41,0,0,4.23,0,2.82,0,1.41,14.08,9.86,1.41,1.41,0,1.41,7.04,12.68,2.82,18.31,0,7.04,11.27,2.82,1.41,1.41,2.82,0,0,0,0,0,0,0,0,14.08,7.04,7.04,0,0,0,0,0,0,0,0,0,0
On Wednesday 25th July I am going on a train from Peterborough to London to see the show Kinky Boots .,I have booked and paid for my train tickets and my show tickets and it cost £105.,I have valid train tickets and an email confirmation of the show tickets,Se903316,636,t,1,30,43.23,15.86,10.08,25.77,15,16.67,86.67,50,16.67,13.33,13.33,0,0,0,0,3.33,6.67,6.67,6.67,0,13.33,0,10,0,0,0,3.33,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,6.67,0,0,0,0,0,3.33,16.67,0,6.67,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0
Attending Prom Art with my daughter,"I will pick up my daughter early in the morning and go to Grange with her art work. We will then set up for the day on Grange Prom where, hopefully, she will sell many of the items she makes. We will stay all day and pack up and return home in the late afternoon.",My daughter is called Jessica. We attend Prom Art once a month during the period from April to September each year. Prom Art is advertised on Facebook and my daughter is listed as one of the attendees.,sv708072,637,t,1,92,91,92.11,88.68,45.75,15.33,11.96,90.22,51.09,10.87,10.87,4.35,3.26,0,3.26,0,0,7.61,17.39,7.61,2.17,6.52,0,14.13,3.26,1.09,1.09,2.17,3.26,1.09,1.09,0,0,0,0,15.22,3.26,0,6.52,0,4.35,0,2.17,1.09,1.09,1.09,0,0,0,0,0,0,0,0,0,0,8.7,4.35,1.09,3.26,0,0,1.09,10.87,6.52,28.26,3.26,9.78,16.3,1.09,7.61,1.09,1.09,0,0,0,0,0,0,0,0,8.7,6.52,2.17,0,0,0,0,0,0,0,0,0,0
Taking a mini spa break with my partner lasting two days.,We are going to a hotel around three hours drive away in Sunday afternoon and staying until Tuesday.  The break includes a thermal space treatment which we have booked for Monday morning.  When we arrive on Sunday we plan to dine in the hotel and then relax in the bar with a couple of drinks.  On Monday afternoon we intend to walk along the coast and hopefully paddle in the sea if your us warm enough.  We will dine in a local restaurant.  We will leave on Tuesday and stop to visit relatives to break the journey home.,The break has been well planned out and consideration given to which activities have been booked during the break.  My partner and I are also on leave from work.  We have booking confirmation paperwork already sent by email and have scheduled the spa treatments for the trip.,nr164421,638,t,1,145,91.89,93.52,97.79,76.71,16.11,15.86,93.79,55.17,9.66,8.28,1.38,6.21,0.69,0,0,1.38,9.66,18.62,7.59,4.14,8.28,0,15.17,0.69,0,2.07,0.69,0.69,2.76,2.76,0,0,0,0,10.34,0.69,0.69,0,0,2.76,0.69,0.69,1.38,1.38,0,0.69,0.69,0,0,0.69,3.45,0,0,0,3.45,10.34,7.59,2.07,0,0,0.69,3.45,8.97,4.14,31.72,7.59,10.34,11.72,4.14,6.9,0.69,0,0,0,0.69,0,0,0,0.69,0,6.21,6.21,0,0,0,0,0,0,0,0,0,0,0
"I will walk to the waterfront of a nearby river, where I practice photography by taking photos of wildlife and relax",At around 4:30 I will leave home and walk the 25 minutes to the waterfront of the river. I follow a walking track around the river and take photos of wildlife (mainly birds) or the landscape. I practice learning the manual settings on my camera as the light diminishes and enjoy the sunset. I follow the same path back and catch a bus home.,"I take photos in this location regularly, at this time of year the light between 4:30 and 5:30 can be quite spectacular and despite being winter there is a lot of wildlife in the area. The walking track allows for a range of different subjects in the form of boats, kayaks and mountains.",Yz017862,639,t,1,120,97.87,22.67,88.91,40.79,20,15.83,81.67,50,6.67,5,5,0,0,0,0,1.67,14.17,15.83,4.17,4.17,7.5,0,10.83,2.5,2.5,0,5.83,0.83,0.83,0.83,0,0,0,0,0,0,0,0,0,6.67,0.83,0.83,0,3.33,0,2.5,3.33,3.33,0,0,0,0,0,0,0,3.33,0,0.83,0.83,1.67,0,0,8.33,0.83,20,5.83,9.17,5.83,1.67,0,1.67,0,0,0,0,0,0,0,0,0,10.83,5,1.67,2.5,0,0,0,0,0,0,1.67,0,0
Go the cinema with my girlfriend last Sunday at 8,Tuesday morning I surprised my girlfriend with tickets to a movie we have been wanting to watch (Incredibles 2). She was very happy and we will set off to watch the movie at 7:30 to get to the cinema a bit early to grab snacks and drinks.,We have been looking forward to this movie for a long time and I even have the booking information in an email,OZ973510,640,t,1,70,91.83,80.42,18.92,78.19,23.33,15.71,97.14,55.71,11.43,10,4.29,4.29,0,1.43,0,1.43,10,17.14,10,2.86,4.29,0,15.71,4.29,0,0,4.29,1.43,2.86,2.86,0,0,0,0,8.57,0,1.43,1.43,0,2.86,1.43,0,1.43,0,0,0,5.71,4.29,0,1.43,2.86,0,0,0,2.86,7.14,5.71,0,0,1.43,0,4.29,8.57,1.43,12.86,1.43,7.14,7.14,1.43,10,0,0,0,0,0,0,0,0,0,0,7.14,2.86,0,1.43,0,0,0,0,0,0,2.86,0,0
Taking my son to gymboree class with all of his friends,Normally my finance takes my son to class because gymboree class occurs during the day and I am at work. I will be off next Monday however and look forward VERY much to this special time.,I can simply tell you that this information about my son ties out to my prolific profile and my family information. What would motivate me to not tell the truth??,OD058283,641,t,1,66,32.58,22.44,96.4,80.64,16.5,18.18,93.94,57.58,21.21,15.15,13.64,0,1.52,0,0,6.06,3.03,13.64,7.58,6.06,7.58,1.52,12.12,3.03,0,1.52,0,1.52,3.03,3.03,0,0,0,0,9.09,4.55,0,0,3.03,13.64,4.55,3.03,3.03,0,1.52,3.03,1.52,1.52,0,0,0,0,0,0,0,6.06,1.52,3.03,0,1.52,0,0,12.12,1.52,13.64,1.52,6.06,9.09,7.58,3.03,1.52,1.52,0,0,0,0,0,0,0,0,7.58,4.55,0,0,0,3.03,0,0,0,0,0,0,0
Going to Prague to celebrate my 40th birthday,Me and 6 friends are all leaving our children at home with our husbands/partners and going to Prague to celebrate me turning 40. We are going for a long weekend flying out of London. We have booked a luxury apartment and have nights out planned.,We are flying with Flybe. We have booked transport from the airport to take us to St Wencelas Square. We have activities booked by Lennons Wall and on tthe Charles Bridge. We are spending Czech Korunas.,AE025301,642,t,1,82,83.49,99,40.2,25.77,11.71,21.95,81.71,48.78,13.41,13.41,2.44,10.98,0,0,0,0,3.66,17.07,9.76,0,4.88,0,15.85,1.22,0,0,2.44,1.22,0,0,0,0,0,0,17.07,1.22,2.44,0,1.22,1.22,0,0,0,0,1.22,0,1.22,1.22,0,0,0,0,0,0,0,19.51,15.85,2.44,1.22,1.22,0,0,10.98,2.44,17.07,7.32,7.32,2.44,3.66,6.1,2.44,1.22,0,0,0,0,0,0,0,0,9.76,8.54,0,0,0,0,0,0,0,0,0,1.22,0
Going on a day trip with friends to Bristol Zoo,We are going to get the 9.30am National Express coach to Bristol then a local bus to the zoo.  We are all looking forward to seeing the new baby gorilla as it has been in the local press that one was born,After we have been to the zoo we have booked a table at Zizzi on Corn Street for a meal.  We are catching the 8pm coach back home,Ey982523,643,t,1,71,94.47,95.43,41.55,25.77,23.67,9.86,88.73,53.52,9.86,7.04,0,7.04,0,0,0,2.82,12.68,15.49,12.68,1.41,2.82,0,21.13,5.63,2.82,0,5.63,1.41,0,0,0,0,0,0,9.86,1.41,0,0,0,1.41,0,0,0,0,1.41,0,4.23,2.82,0,1.41,2.82,0,0,0,2.82,11.27,7.04,0,2.82,1.41,0,5.63,9.86,2.82,19.72,2.82,12.68,8.45,1.41,5.63,1.41,0,0,0,0,0,0,0,0,0,4.23,4.23,0,0,0,0,0,0,0,0,0,0,0
Celebrating my daughter's birthday with my daughter and immediate family,"We all aim to meet up at a park nearby and after a walk round the park and some conversation, we will then head out to a hotel for a meal",We always celebrate birthdays in the family and I can give you the name of the hotel we plan to visit - The Old Ash Tree,Px551220,644,t,1,56,99,99,52.86,25.77,56,5.36,89.29,55.36,10.71,10.71,1.79,7.14,1.79,0,0,0,16.07,17.86,3.57,0,7.14,0,8.93,3.57,1.79,0,0,3.57,0,0,0,0,0,0,21.43,1.79,0,0,0,5.36,0,0,0,1.79,3.57,0,1.79,1.79,0,1.79,3.57,1.79,0,0,1.79,17.86,14.29,3.57,1.79,0,0,0,7.14,5.36,19.64,3.57,7.14,8.93,0,7.14,1.79,0,0,0,0,0,0,0,0,0,3.57,0,1.79,0,0,0,0,1.79,0,0,0,0,0
Going to the movies this weekend with my sister Kate,This weekend my sister Kate and I will go to movie theater at the mall and check out a new flick.,"My sister Kate and I have a ""girl's day out"" every once in a while and we've been planning this for over 2 weeks not and I've really been looking forward to it. I am so psyched!",Xr083522,645,t,1,58,36.27,24.51,99,25.77,19.33,10.34,91.38,62.07,17.24,12.07,10.34,1.72,0,0,0,5.17,6.9,13.79,12.07,3.45,12.07,1.72,15.52,1.72,0,0,3.45,1.72,0,0,0,0,0,0,6.9,3.45,0,5.17,0,5.17,0,0,0,0,1.72,3.45,1.72,1.72,0,0,0,0,0,0,0,8.62,5.17,1.72,1.72,0,0,5.17,6.9,3.45,22.41,3.45,10.34,12.07,0,6.9,0,0,0,0,0,0,0,0,0,0,13.79,3.45,0,0,0,0,1.72,0,3.45,5.17,0,0,0
going to the beach for the day,"In a weeks time, me and my friend are going on a day out to the beach with our little boys. We are taking the bus there and back which takes about an hour each way","I'm a little nervous taking my son on a bus ride for an hour long as he's never been on a bus that long, but I'm looking forward to going to the beach and see him play with his friend and have a nice time. It will be a nice day out with my friend too.",dv004874,646,t,1,92,80.93,66.81,94.19,66.89,30.67,3.26,96.74,60.87,15.22,11.96,6.52,2.17,0,3.26,0,3.26,13.04,16.3,9.78,5.43,6.52,1.09,17.39,4.35,1.09,1.09,0,1.09,4.35,3.26,1.09,1.09,0,0,10.87,1.09,3.26,0,5.43,2.17,0,0,0,0,1.09,1.09,2.17,2.17,0,0,0,0,0,0,0,8.7,5.43,0,0,3.26,0,1.09,9.78,3.26,26.09,4.35,14.13,10.87,0,3.26,0,0,0,0,0,0,0,0,0,0,8.7,3.26,2.17,0,0,0,0,0,0,3.26,0,0,0
Celebrating a friend’s 30th Birthday,We are going to a friends house where she is putting on a party to celebrate her 30th Birthday,If you were to ask my wife the same question she would have the same response,kq678128,647,t,1,35,68.29,99,1.94,78.19,35,17.14,100,60,17.14,17.14,2.86,2.86,2.86,8.57,0,0,11.43,11.43,14.29,2.86,2.86,0,20,5.71,5.71,2.86,2.86,0,2.86,2.86,0,0,0,0,31.43,2.86,2.86,11.43,0,11.43,2.86,2.86,5.71,5.71,0,2.86,0,0,0,0,0,0,0,0,0,14.29,14.29,2.86,0,0,0,2.86,11.43,2.86,14.29,5.71,5.71,2.86,0,5.71,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I will go to see on of my favourite bands in concert,"On Friday evening, I will go to the Hammersmith Apollo to watch the Gaslight Anthem play the 10th anniversary of their album The 59 Sound with one of my friends.",The concert starts at 7pm and I have a standing ticket which cost £36.50.,uc128547,648,t,1,44,98.93,41.03,61.34,68.66,22,15.91,86.36,47.73,11.36,9.09,6.82,0,0,0,2.27,2.27,13.64,15.91,4.55,0,2.27,0,9.09,0,0,2.27,11.36,0,2.27,2.27,0,0,0,0,4.55,0,2.27,0,0,0,0,0,0,0,0,0,6.82,2.27,4.55,0,0,0,0,0,0,2.27,2.27,0,0,0,0,0,9.09,2.27,15.91,2.27,4.55,9.09,0,6.82,0,2.27,0,0,0,0,0,0,0,0,9.09,6.82,2.27,0,0,0,0,0,0,0,0,0,0
Playing golf with my Father at Bawtry on Monday.,My Father will pick me up at around 8 a.m. on Monday and drive us over to Bawtry G.C.,We have been invited by a mutual friend to play with his nephew at 10 a.m. As guests will will have no green fee to pay !,Lu604744,649,t,1,48,93.26,89.42,35.37,65.25,12,2.08,85.42,58.33,10.42,10.42,4.17,4.17,0,2.08,0,0,6.25,25,12.5,2.08,4.17,2.08,14.58,4.17,2.08,0,4.17,0,2.08,2.08,0,0,0,0,14.58,4.17,4.17,0,6.25,2.08,0,2.08,0,0,0,0,2.08,2.08,0,0,0,0,0,0,0,10.42,6.25,0,4.17,0,0,2.08,6.25,6.25,16.67,2.08,12.5,2.08,2.08,2.08,0,4.17,0,0,0,0,0,0,0,0,14.58,12.5,0,0,0,0,2.08,0,0,0,0,0,0
Going to a drum and bass rave with my friendship group,Going to a London based club and seeing djs that we are fans of. Our whole group are going - gretel Fran Carolynne Rhys and Jade. We intend to be there until the early hours. Dancing to drum and bass is one of my favourite things to do and I am very excited for this.,We frequently go to events like this and have just come back from hospitality’s on the beach in Croatia. Drum and bass is a hobby and something we travel for,Qu300876,650,t,1,84,58.73,88.3,30.01,70.57,14,9.52,86.9,59.52,14.29,8.33,2.38,5.95,0,0,0,5.95,4.76,16.67,9.52,5.95,9.52,0,19.05,2.38,1.19,0,1.19,2.38,2.38,2.38,0,0,0,0,8.33,0,0,0,0,3.57,0,2.38,0,1.19,0,0,2.38,1.19,1.19,0,1.19,0,1.19,0,0,10.71,9.52,0,0,1.19,0,0,13.1,2.38,15.48,7.14,3.57,5.95,0,9.52,0,0,0,0,0,0,0,0,0,0,8.33,5.95,0,0,0,0,0,1.19,0,1.19,0,0,0
Planning a birthday party for my cat,"Making a to do list of items we need to find for the cat party, such as cat friendly party food, games and activities that the cat will like, buying my cats favourite treat. Making sure that my cat gets spoiled for her birthday party after our other cat died.",We have gone to pet stores and spoken to people about what’s the best toys and new toys for cats. Done lots of online research for cat party food and got some ideas from online as to how to set up the party,fC364395,651,t,1,93,92.21,91.89,1.95,99,23.25,6.45,83.87,47.31,10.75,6.45,2.15,3.23,0,1.08,0,4.3,5.38,20.43,5.38,3.23,7.53,0,15.05,5.38,5.38,2.15,0,2.15,10.75,9.68,0,0,0,0,13.98,0,1.08,1.08,0,10.75,2.15,3.23,1.08,2.15,1.08,1.08,1.08,0,1.08,0,2.15,0,0,0,2.15,15.05,10.75,1.08,2.15,3.23,0,5.38,6.45,1.08,5.38,1.08,1.08,3.23,1.08,8.6,1.08,2.15,0,1.08,0,0,0,0,0,0,7.53,3.23,3.23,0,0,0,0,0,0,1.08,0,0,0
Making dinner for my mother (Julia) with my girlfriend Sophie,"We'll head up after work, cook some steak (sirloin) sophie is buying that steak today (she isnt at work) we'll then head up once i've cycled home, I agreed to go to my mothers anyway to help with a broken tv, so the making of dinner came as a addon","Im not sure about specifics other than what was described above, I think I added more detail in the description above to cover this",AM067966,652,t,1,74,76.55,24.95,95.33,75.85,74,6.76,89.19,54.05,17.57,12.16,8.11,2.7,0,1.35,0,5.41,5.41,21.62,9.46,4.05,4.05,2.7,16.22,6.76,5.41,1.35,1.35,4.05,2.7,2.7,0,0,0,0,6.76,1.35,0,2.7,0,12.16,1.35,1.35,0,1.35,2.7,5.41,0,0,0,0,5.41,2.7,0,0,2.7,13.51,4.05,2.7,6.76,1.35,0,4.05,12.16,4.05,17.57,2.7,8.11,6.76,2.7,2.7,1.35,1.35,0,0,1.35,0,0,0,0,1.35,14.86,0,5.41,0,0,0,0,0,0,4.05,5.41,0,0
At 8am saturday I will be going swimming with friends,"I will meet friends at the pool at 8am, we will be in the pool by 8.30am and swimming away happily. Its a great way to keep fit","I have rare opportunities to do this as i have very little free time, having a family and work life keeps me very busy",FP410309,653,t,1,53,71,57.49,81.66,99,26.5,7.55,100,56.6,13.21,9.43,7.55,1.89,0,0,0,3.77,7.55,15.09,13.21,3.77,5.66,0,18.87,9.43,1.89,0,5.66,0,7.55,7.55,0,0,0,0,7.55,1.89,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,0,1.89,0,0,13.21,7.55,3.77,0,3.77,0,0,15.09,3.77,18.87,1.89,13.21,3.77,3.77,7.55,1.89,1.89,0,0,0,0,0,0,0,0,7.55,3.77,3.77,0,0,0,0,0,0,0,0,0,0
researching decor for my new flat,I will be searching online at various stores and websites to find ideas for the decor I'd like for my new flat. I will also be visiting local homeware shops to get ideas. From these things I will create some mood boards.,I could give you a detailed plan of where I intend to look online and which shops I intend to visit. I could give you times I intend to  do these things.,tx996993,654,t,1,74,40.48,39.34,78.21,51.03,14.8,8.11,90.54,56.76,22.97,16.22,13.51,0,2.7,0,0,6.76,2.7,14.86,12.16,2.7,4.05,0,22.97,4.05,2.7,2.7,0,2.7,2.7,1.35,0,0,0,0,8.11,0,0,0,0,13.51,4.05,5.41,2.7,1.35,0,0,2.7,2.7,0,0,0,0,0,0,0,4.05,0,2.7,0,1.35,0,0,10.81,5.41,10.81,2.7,5.41,2.7,0,2.7,0,4.05,0,0,0,0,0,0,0,0,8.11,6.76,0,0,0,0,0,0,0,1.35,0,0,0
Flying to see Iron Maiden in Newcastle,I will be flying with Easyjet to Newcastle on the 31st of July to see Iron Maiden in concert.,I can show you photos of my ticket and flight purchases.,dd916874,655,t,1,30,93.26,50,82.75,84.54,15,13.33,93.33,53.33,13.33,13.33,10,0,3.33,0,0,0,3.33,23.33,10,0,3.33,0,10,3.33,0,0,3.33,0,3.33,3.33,0,0,0,0,6.67,0,0,3.33,0,0,0,0,0,0,0,0,13.33,10,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.33,16.67,6.67,6.67,3.33,0,6.67,0,3.33,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0
Saturday morning Drumming session with Drums Aloud,We actually start at 9am with a Balafon practice session and there are usually 5 to 8 of us.  We learn new rhythms that we can play with the drums.  The rest of the group then join us about 10.15 for the West African drum class taught by Nigel.  We practice different rhythms and there can be up to 20 of us so we make quite a sound!,"You can check us out on the Intrnet, we have our own web page.  Saturday morning drumming sessions have helped me through some major mental health issues and have been the only thing that has got me out the house at times, and interacting with others.  Science will tell you the therapeutic benefits of drumming in a circle.",VK997022,656,t,1,126,79.28,97.14,32.37,55.71,18,16.67,91.27,57.14,15.08,11.9,1.59,8.73,1.59,0,0,3.17,8.73,15.87,8.73,5.56,4.76,0,12.7,2.38,0.79,0,3.97,1.59,1.59,1.59,0,0,0,0,12.7,0,0,0,0,6.35,0.79,0.79,0,2.38,0,2.38,1.59,0.79,0.79,0,1.59,0,1.59,0,0,15.87,11.11,1.59,1.59,1.59,0,3.17,12.7,1.59,13.49,0,6.35,7.14,7.14,3.97,0.79,0,0,0,0,0,0,0,0,0,7.94,5.56,1.59,0,0,0,0.79,0,0,0,0,0,0
I make cushions and keyrings using applieque techniques. I work on this in the evenings usually between 7 and 10pm.,I draw designs that work well with applique and then cut them from felt and attach them to hand made cushions. Sometimes I sell them at craft fayres and online. I enjoy this very much and to sometimes sell a cushion to a stranger is very rewarding and satisfying.,I enjoy this activity very much. It keeps me busy and allows me to be creative. I also sell items sometimes which makes me feel really good. It's a very rewarding hobby to have.,Gc029235,657,t,1,83,25.61,23.49,46.55,99,11.86,15.66,85.54,54.22,20.48,13.25,9.64,0,0,0,3.61,7.23,3.61,9.64,4.82,8.43,9.64,0,14.46,2.41,0,1.2,0,2.41,10.84,9.64,1.2,0,0,0,3.61,0,0,0,0,12.05,2.41,4.82,0,3.61,0,1.2,3.61,0,0,3.61,1.2,1.2,0,0,0,7.23,0,4.82,1.2,3.61,0,2.41,13.25,1.2,7.23,0,1.2,6.02,2.41,1.2,0,3.61,0,0,1.2,0,0,0,1.2,0,9.64,8.43,0,0,0,0,0,0,0,1.2,0,0,0
Going for drinks with the SRA exec,On Friday afternoon I’m meeting members of the student radio Association executive committee (SRA exec) to start a weekend of activities. After everyone checks into the hotel we will be going for drinks and a meal. This will be a social/bonding/team building event rather than strictly business.,"I could give the names of the SRA exec. Naomi Oiku, Ben Franklin, Dan Wildman, Charlie Knights, Abbie Brock. You could corroborate with them - they will probably be posting on social media!",fw711456,658,t,1,81,90.65,91.27,10.82,25.77,13.5,25.93,79.01,45.68,9.88,7.41,2.47,1.23,1.23,0,2.47,2.47,8.64,13.58,11.11,2.47,1.23,0,14.81,2.47,2.47,0,0,0,0,0,0,0,0,0,16.05,0,0,0,1.23,7.41,0,0,3.7,1.23,1.23,2.47,1.23,0,1.23,0,2.47,0,0,0,2.47,14.81,7.41,1.23,7.41,0,0,0,7.41,4.94,12.35,1.23,3.7,7.41,11.11,6.17,0,1.23,0,0,0,0,0,0,0,0,19.75,6.17,4.94,0,0,0,1.23,1.23,0,1.23,2.47,2.47,0
"My friend is coming to visit me, from London","My friend is coming to visit me from London. We will be having lunch together at my house, probably pasta bake and salad with fruit for pudding. I haven't seen her in two years.","Her name is Zoi, we used to work together and I haven't seen her since we last met up two years ago. She will be here around 1pm on Sunday .",Nd320580,659,t,1,64,34.41,86.3,88.24,25.77,12.8,6.25,95.31,56.25,18.75,18.75,7.81,4.69,0,6.25,0,0,0,17.19,14.06,4.69,3.13,3.13,23.44,0,0,0,4.69,0,0,0,0,0,0,0,20.31,0,1.56,6.25,0,7.81,0,3.13,0,1.56,0,3.13,4.69,3.13,0,0,7.81,0,0,0,7.81,14.06,10.94,1.56,1.56,0,0,7.81,10.94,4.69,23.44,3.13,10.94,9.38,1.56,0,3.13,0,0,0,0,0,0,0,0,0,14.06,7.81,3.13,0,0,0,0,0,0,3.13,0,0,0
Celebrating husbands new job with friends Friday 27th July.,We are meeting up with a friend and their wife to celebrate my husbands new job. We are  going to Chiquitos on Friday 27th July,My husband Ben leaves his current job with G4S as a Driver on Friday 27th July and starts his new job with Bidfood as a driver on Monday 30th July. We are going out to Chiquitos in Walsall with his work colleague Sean and his wife Lou to celebrate his new job.,Vv699389,660,t,1,77,93.26,99,57.14,25.77,25.67,14.29,88.31,46.75,14.29,14.29,2.6,3.9,0,6.49,1.3,0,3.9,20.78,3.9,0,6.49,0,7.79,6.49,2.6,0,5.19,0,0,0,0,0,0,0,23.38,5.19,2.6,2.6,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.88,14.29,3.9,1.3,0,0,0,7.79,2.6,25.97,3.9,7.79,14.29,9.09,2.6,0,0,0,0,0,0,0,0,0,0,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0
I will be going to my partner's sister's wedding,"I am going on the train to Southampton on Friday night where we will stay at Sara's house, with the wedding taking place at 3:30 the following day.  My girlfriend is going to be the bridesmaid.  We will then go to the reception for a meal, sitting at the family table.","I can give you the time of the wedding, 3:30pm the name of the husband (Tim) and the location is Southampton.",OC923619,661,t,1,74,98.79,93.13,97.14,25.77,18.5,14.86,93.24,54.05,8.11,8.11,4.05,2.7,1.35,0,0,0,16.22,16.22,9.46,1.35,2.7,0,18.92,0,0,1.35,5.41,0,0,0,0,0,0,0,14.86,5.41,1.35,1.35,1.35,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,1.35,10.81,9.46,0,0,1.35,0,0,10.81,6.76,28.38,6.76,16.22,6.76,0,1.35,2.7,0,0,0,0,0,0,0,0,0,16.22,5.41,4.05,2.7,0,0,0,0,0,1.35,2.7,0,0
